review_id,viewer_id,movie_id,review_date,rating,sentiment,comment
r1287,v117,m3,2025-01-23,4.1,positive,Demo internal review summary
r1290,v84,m2,2025-04-28,3.9,neutral,Demo internal review summary
r1293,v112,m1,2025-03-16,4.0,positive,Demo internal review summary
r1296,v72,m1,2025-03-11,4.7,positive,Demo internal review summary
r1299,v142,m5,2025-04-28,2.0,negative,Demo internal review summary
r1302,v39,m2,2025-10-21,4.2,positive,Demo internal review summary
r1305,v26,m7,2025-08-20,3.7,neutral,Demo internal review summary
r1308,v118,m2,2025-10-20,4.1,positive,Demo internal review summary
r1311,v19,m1,2025-07-17,4.0,positive,Demo internal review summary
r1314,v15,m6,2025-09-21,2.7,negative,Demo internal review summary
r1317,v18,m5,2025-10-15,4.1,positive,Demo internal review summary
r1320,v109,m5,2025-05-22,4.2,positive,Demo internal review summary
r1323,v95,m4,2025-12-11,3.2,neutral,Demo internal review summary
r1326,v128,m2,2025-03-19,5,positive,Demo internal review summary
r1329,v6,m6,2025-05-30,3.1,neutral,Demo internal review summary
r1332,v141,m5,2025-08-16,3.5,neutral,Demo internal review summary
r1335,v91,m2,2025-05-26,3.9,neutral,Demo internal review summary
r1338,v148,m3,2025-03-06,3.6,neutral,Demo internal review summary
r1341,v137,m2,2025-06-04,3.6,neutral,Demo internal review summary
r1344,v75,m4,2025-10-21,3.2,neutral,Demo internal review summary
r1347,v7,m3,2025-07-25,3.6,neutral,Demo internal review summary
r1350,v23,m6,2025-09-20,2.9,negative,Demo internal review summary
r1353,v73,m1,2025-06-26,4.7,positive,Demo internal review summary
r1356,v23,m5,2025-03-15,3.6,neutral,Demo internal review summary
r1359,v107,m3,2025-03-31,2.7,negative,Demo internal review summary
r1362,v119,m6,2025-04-25,2.3,negative,Demo internal review summary
r1365,v46,m4,2025-09-09,2.8,negative,Demo internal review summary
r1368,v122,m6,2025-12-22,3.1,neutral,Demo internal review summary
r1371,v92,m2,2025-03-25,3.0,neutral,Demo internal review summary
r1374,v25,m7,2025-11-03,4.4,positive,Demo internal review summary
r1377,v37,m7,2025-01-07,3.4,neutral,Demo internal review summary
r1380,v137,m7,2025-12-31,4.3,positive,Demo internal review summary
r1383,v114,m2,2025-11-02,4.3,positive,Demo internal review summary
r1386,v109,m1,2025-12-20,4.9,positive,Demo internal review summary
r1389,v16,m5,2025-08-29,4.2,positive,Demo internal review summary
r1392,v38,m1,2025-05-23,4.6,positive,Demo internal review summary
r1395,v4,m7,2025-09-28,4.1,positive,Demo internal review summary
r1398,v48,m5,2025-08-14,3.7,neutral,Demo internal review summary
