row_id,movie_id,city,month,views,completion_rate,revenue
rp487,m7,New York,2025-10,12266,0.775,38587.82
rp488,m7,Los Angeles,2025-10,10638,0.694,47159.15
rp489,m7,Chicago,2025-10,7160,0.608,23456.57
rp490,m7,Austin,2025-10,3425,0.688,13165.3
rp491,m7,Seattle,2025-10,4629,0.523,11211.68
rp492,m7,Miami,2025-10,7625,0.606,33235.51
rp493,m7,New York,2025-11,3232,0.72,10152.81
rp494,m7,Los Angeles,2025-11,4110,0.589,18225.41
rp495,m7,Chicago,2025-11,9539,0.671,41865.24
rp496,m7,Austin,2025-11,8495,0.597,40092.91
rp497,m7,Seattle,2025-11,2717,0.872,8693.17
rp498,m7,Miami,2025-11,4728,0.819,21950.4
rp499,m7,New York,2025-12,5746,0.876,21346.75
rp500,m7,Los Angeles,2025-12,7749,0.649,27402.11
rp501,m7,Chicago,2025-12,6890,0.783,23002.62
rp502,m7,Austin,2025-12,9390,0.771,28899.36
rp503,m7,Seattle,2025-12,4756,0.76,17669.61
rp504,m7,Miami,2025-12,3394,0.532,14273.26
