activity_id,viewer_id,movie_id,watch_date,minutes_watched,completed,device
a543,v32,m7,2025-10-29,100.3,1,Mobile
a544,v64,m2,2025-05-22,131.8,1,TV
a545,v73,m5,2025-12-20,23.0,0,Web
a546,v53,m3,2025-09-23,86.8,1,TV
a547,v101,m6,2025-06-01,68.3,0,TV
a548,v99,m4,2025-02-27,34.9,0,Web
a549,v19,m5,2025-09-28,117.8,1,TV
a550,v100,m2,2025-10-19,96.1,1,Web
a551,v45,m6,2025-08-30,93.7,1,TV
a552,v18,m1,2025-01-08,70.8,0,TV
a553,v102,m1,2025-09-17,74.7,0,Web
a554,v107,m5,2025-08-05,97.2,1,TV
a555,v138,m6,2025-10-03,65.8,0,Mobile
a556,v40,m2,2025-10-02,81.1,0,Web
a557,v17,m6,2025-06-08,72.6,0,Web
a558,v62,m7,2025-01-30,46.9,0,Mobile
a559,v117,m1,2025-11-10,126.1,1,Mobile
a560,v45,m6,2025-03-03,16.0,0,TV
a561,v3,m6,2025-03-25,56.0,0,Mobile
a562,v67,m6,2025-03-27,45.7,0,Web
a563,v69,m7,2025-03-02,104.9,1,TV
a564,v110,m3,2025-05-20,77.6,0,Mobile
a565,v148,m6,2025-11-18,21.4,0,Mobile
a566,v93,m5,2025-01-29,75.0,0,Web
a567,v95,m2,2025-03-22,69.7,0,TV
a568,v59,m1,2025-09-18,29.4,0,TV
a569,v12,m2,2025-08-30,87.1,1,TV
a570,v10,m2,2025-10-11,157.1,1,Web
a571,v108,m6,2025-04-25,41.5,0,Mobile
a572,v82,m6,2025-05-19,83.1,0,Web
a573,v31,m3,2025-09-15,94.1,1,TV
a574,v103,m1,2025-02-05,168.9,1,Mobile
a575,v80,m7,2025-06-17,29.5,0,Mobile
a576,v95,m1,2025-04-13,75.5,0,Mobile
a577,v63,m6,2025-08-26,45.4,0,Mobile
a578,v51,m7,2025-10-07,103.7,1,TV
a579,v2,m2,2025-07-29,32.8,0,Web
a580,v86,m1,2025-01-01,150.0,1,Mobile
a581,v79,m7,2025-02-23,42.6,0,TV
a582,v126,m4,2025-01-31,95.2,1,TV
a583,v72,m6,2025-02-17,18.6,0,TV
a584,v134,m7,2025-07-31,97.1,1,Mobile
a585,v22,m4,2025-10-25,22.9,0,TV
a586,v146,m5,2025-02-01,67.8,0,TV
a587,v75,m2,2025-05-14,164.7,1,Mobile
a588,v84,m6,2025-06-12,52.4,0,TV
a589,v52,m1,2025-03-11,153.4,1,Web
a590,v40,m1,2025-02-24,55.2,0,Mobile
a591,v105,m3,2025-03-03,79.0,0,TV
a592,v31,m7,2025-02-16,37.3,0,Web
a593,v11,m3,2025-04-21,112.0,1,Mobile
a594,v24,m2,2025-12-31,68.6,0,Mobile
a595,v132,m4,2025-01-26,70.9,0,Mobile
a596,v45,m7,2025-01-16,124.7,1,Mobile
a597,v141,m5,2025-05-08,30.4,0,TV
a598,v16,m1,2025-04-24,49.8,0,Mobile
a599,v22,m3,2025-10-26,84.5,0,TV
a600,v17,m1,2025-04-12,172.9,1,Mobile
a601,v33,m7,2025-02-17,119.6,1,Mobile
a602,v11,m1,2025-08-25,37.1,0,Web
a603,v102,m4,2025-09-12,17.4,0,Web
a604,v71,m2,2025-05-24,100.1,1,TV
a605,v63,m1,2025-11-28,76.1,0,Mobile
a606,v123,m5,2025-02-01,29.6,0,Mobile
a607,v108,m2,2025-04-13,131.5,1,Web
a608,v140,m2,2025-01-10,186.8,1,Web
a609,v123,m3,2025-10-06,106.0,1,Mobile
a610,v70,m4,2025-04-03,17.2,0,Web
a611,v8,m2,2025-05-24,38.3,0,Mobile
a612,v92,m5,2025-10-27,130.0,1,TV
a613,v64,m1,2025-12-03,67.5,0,Web
a614,v15,m7,2025-04-23,83.3,0,Mobile
a615,v45,m3,2025-04-01,46.0,0,Mobile
a616,v8,m5,2025-12-27,97.1,1,Web
a617,v37,m5,2025-10-16,124.3,1,Mobile
a618,v80,m5,2025-03-31,73.9,0,TV
a619,v60,m1,2025-11-05,63.9,0,Web
a620,v1,m4,2025-06-19,90.7,1,TV
a621,v34,m7,2025-06-24,98.9,1,Mobile
a622,v37,m6,2025-02-26,84.8,0,Mobile
a623,v96,m1,2025-12-27,179.2,1,Mobile
a624,v26,m5,2025-06-22,53.2,0,TV
a625,v112,m2,2025-11-24,182.2,1,Web
a626,v45,m3,2025-12-29,126.6,1,Web
a627,v92,m5,2025-04-25,93.2,1,TV
a628,v33,m3,2025-04-01,100.2,1,Web
a629,v101,m5,2025-10-18,23.6,0,Web
a630,v57,m3,2025-11-24,82.2,0,Mobile
a631,v85,m2,2025-02-09,67.0,0,Mobile
a632,v23,m2,2025-12-29,135.9,1,Web
a633,v115,m3,2025-01-06,49.2,0,TV
a634,v28,m7,2025-01-01,25.3,0,Mobile
a635,v108,m6,2025-03-27,88.0,1,Mobile
a636,v90,m4,2025-10-07,46.0,0,Mobile
a637,v148,m7,2025-11-30,103.4,1,TV
a638,v116,m2,2025-02-07,156.5,1,TV
a639,v6,m3,2025-06-13,48.7,0,TV
a640,v42,m4,2025-02-08,60.1,0,TV
a641,v124,m3,2025-12-27,23.4,0,Web
a642,v112,m2,2025-03-22,37.5,0,Mobile
a643,v49,m2,2025-07-29,140.2,1,Web
a644,v139,m6,2025-05-16,69.5,0,Mobile
a645,v25,m2,2025-01-26,91.7,1,Web
a646,v1,m3,2025-08-07,29.6,0,Web
a647,v123,m6,2025-04-13,23.0,0,TV
a648,v75,m2,2025-02-11,104.5,1,TV
a649,v102,m3,2025-08-30,73.8,0,Web
a650,v24,m3,2025-11-25,79.9,0,TV
a651,v98,m3,2025-07-09,40.5,0,TV
a652,v69,m2,2025-10-16,38.8,0,Web
a653,v25,m6,2025-02-13,70.1,0,Web
a654,v59,m4,2025-10-11,20.0,0,Mobile
a655,v134,m7,2025-08-03,126.2,1,Web
a656,v122,m7,2025-10-21,117.0,1,Mobile
a657,v21,m3,2025-07-22,119.3,1,Web
a658,v147,m5,2025-12-13,128.1,1,TV
a659,v115,m1,2025-03-30,180.4,1,TV
a660,v50,m2,2025-03-06,35.8,0,TV
a661,v112,m6,2025-04-14,97.3,1,Web
a662,v67,m2,2025-06-13,174.3,1,TV
a663,v100,m1,2025-10-12,92.4,1,Mobile
a664,v4,m7,2025-12-25,88.5,1,Web
a665,v108,m7,2025-02-27,65.6,0,TV
a666,v150,m5,2025-02-21,121.7,1,Web
a667,v26,m7,2025-05-27,115.4,1,Mobile
a668,v68,m4,2025-07-16,69.0,0,Web
a669,v122,m5,2025-01-20,38.9,0,Mobile
a670,v103,m6,2025-01-20,47.7,0,Mobile
a671,v61,m6,2025-01-26,76.5,0,Mobile
a672,v6,m3,2025-06-22,109.9,1,Mobile
a673,v72,m3,2025-09-09,114.4,1,Web
a674,v59,m1,2025-03-10,76.9,0,Web
a675,v83,m4,2025-05-18,75.1,0,Web
a676,v105,m2,2025-09-06,150.1,1,Mobile
a677,v15,m7,2025-09-21,107.1,1,TV
a678,v130,m3,2025-07-26,34.9,0,Web
a679,v8,m5,2025-03-30,41.2,0,TV
a680,v15,m7,2025-05-08,23.6,0,TV
a681,v51,m3,2025-05-21,60.5,0,Mobile
a682,v8,m1,2025-05-04,88.4,1,Web
a683,v46,m4,2025-08-31,63.4,0,Mobile
a684,v42,m3,2025-05-13,102.4,1,Web
a685,v73,m1,2025-01-15,90.7,1,TV
a686,v147,m7,2025-04-20,114.3,1,Web
a687,v53,m2,2025-05-18,132.9,1,Web
a688,v3,m7,2025-08-31,120.3,1,Web
a689,v3,m2,2025-04-25,69.3,0,Mobile
a690,v71,m6,2025-08-05,88.9,1,Mobile
a691,v65,m4,2025-04-22,53.5,0,Web
a692,v102,m5,2025-10-27,31.3,0,Web
a693,v96,m6,2025-10-15,68.4,0,Web
a694,v17,m4,2025-06-22,96.5,1,Web
a695,v71,m3,2025-05-14,92.2,1,Web
a696,v49,m3,2025-03-18,76.9,0,TV
a697,v104,m1,2025-12-05,80.0,0,TV
a698,v7,m6,2025-12-02,56.0,0,Mobile
a699,v108,m3,2025-07-27,62.7,0,TV
a700,v49,m7,2025-06-25,99.9,1,TV
a701,v137,m6,2025-11-23,79.8,0,Web
a702,v130,m3,2025-06-03,113.0,1,Web
a703,v47,m5,2025-05-31,30.7,0,TV
a704,v67,m6,2025-10-14,77.9,0,TV
a705,v86,m6,2025-12-02,22.4,0,Mobile
a706,v85,m4,2025-07-10,36.5,0,Mobile
a707,v31,m4,2025-08-29,19.4,0,Web
a708,v149,m5,2025-11-14,27.8,0,TV
a709,v31,m5,2025-12-15,62.0,0,Mobile
a710,v14,m4,2025-03-19,26.3,0,TV
a711,v105,m3,2025-10-19,118.2,1,Mobile
a712,v21,m2,2025-09-07,82.1,0,TV
a713,v15,m3,2025-01-03,69.7,0,TV
a714,v44,m7,2025-10-23,104.1,1,Mobile
a715,v23,m7,2025-03-08,87.6,1,Web
a716,v104,m4,2025-08-08,94.6,1,Mobile
a717,v10,m1,2025-10-01,60.8,0,Mobile
a718,v136,m7,2025-04-08,22.0,0,TV
a719,v64,m6,2025-04-26,72.2,0,Mobile
a720,v34,m3,2025-02-22,62.2,0,Web
a721,v43,m3,2025-02-03,110.6,1,Mobile
a722,v117,m3,2025-09-24,85.6,1,Mobile
a723,v35,m4,2025-06-25,97.2,1,Mobile
a724,v104,m7,2025-01-10,45.1,0,Web
a725,v55,m2,2025-01-12,123.1,1,TV
a726,v94,m1,2025-12-31,132.8,1,TV
a727,v66,m4,2025-10-01,66.4,0,Web
a728,v28,m1,2025-12-01,162.4,1,TV
a729,v30,m6,2025-08-02,51.7,0,TV
a730,v53,m2,2025-12-22,138.4,1,TV
a731,v108,m3,2025-12-05,31.1,0,Web
a732,v36,m3,2025-08-03,111.4,1,TV
a733,v31,m5,2025-05-25,32.5,0,TV
a734,v51,m4,2025-11-08,31.5,0,Mobile
a735,v134,m7,2025-04-14,59.4,0,Mobile
a736,v54,m4,2025-12-19,92.0,1,Mobile
a737,v1,m2,2025-01-07,136.1,1,TV
a738,v147,m7,2025-12-09,74.4,0,TV
a739,v131,m7,2025-02-08,99.6,1,TV
a740,v60,m3,2025-08-22,128.8,1,Mobile
a741,v119,m3,2025-01-26,31.0,0,TV
a742,v81,m3,2025-08-07,101.2,1,TV
a743,v12,m7,2025-01-05,113.7,1,Web
a744,v44,m6,2025-06-18,44.5,0,Mobile
a745,v69,m5,2025-02-17,61.0,0,Mobile
a746,v30,m2,2025-07-25,92.8,1,Mobile
a747,v99,m3,2025-12-20,113.6,1,Mobile
a748,v34,m1,2025-12-23,144.9,1,TV
a749,v107,m1,2025-10-30,106.0,1,Web
a750,v113,m6,2025-04-03,65.4,0,Mobile
a751,v8,m5,2025-12-17,116.8,1,Web
a752,v124,m2,2025-09-07,47.0,0,Mobile
a753,v12,m4,2025-02-02,36.6,0,Mobile
a754,v148,m5,2025-10-17,44.6,0,Web
a755,v87,m7,2025-09-23,77.5,0,Web
a756,v25,m5,2025-08-10,92.8,1,TV
a757,v89,m4,2025-12-06,70.8,0,Mobile
a758,v143,m2,2025-11-10,37.7,0,Web
a759,v130,m2,2025-08-29,164.9,1,TV
a760,v85,m2,2025-05-23,37.0,0,TV
a761,v97,m5,2025-07-26,109.9,1,TV
a762,v114,m4,2025-10-21,52.0,0,Mobile
a763,v81,m4,2025-03-02,95.9,1,Web
a764,v5,m6,2025-02-22,48.3,0,TV
a765,v141,m5,2025-01-01,110.8,1,Web
a766,v144,m5,2025-04-16,92.0,1,Mobile
a767,v94,m3,2025-01-28,109.8,1,Mobile
a768,v144,m3,2025-11-14,86.0,1,Web
a769,v94,m6,2025-08-20,24.4,0,Web
a770,v1,m2,2025-06-24,85.6,1,Web
a771,v75,m7,2025-10-08,77.4,0,Web
a772,v36,m4,2025-07-29,23.8,0,Web
a773,v49,m2,2025-03-03,177.4,1,Mobile
a774,v118,m2,2025-04-08,143.3,1,TV
a775,v107,m7,2025-01-24,121.9,1,Web
a776,v32,m5,2025-08-19,70.3,0,Web
a777,v35,m5,2025-09-13,20.5,0,Web
a778,v150,m7,2025-09-05,121.7,1,TV
a779,v149,m6,2025-03-30,75.3,0,TV
a780,v100,m1,2025-12-03,124.8,1,Mobile
a781,v99,m5,2025-08-03,127.7,1,Web
a782,v64,m7,2025-05-21,63.8,0,Mobile
a783,v116,m3,2025-03-10,35.2,0,Web
a784,v141,m3,2025-06-10,98.3,1,Web
a785,v56,m6,2025-04-13,32.3,0,Web
a786,v89,m3,2025-12-11,34.6,0,Web
a787,v46,m6,2025-09-15,59.8,0,Web
a788,v30,m3,2025-06-30,81.9,0,Web
a789,v107,m5,2025-12-12,102.3,1,Web
a790,v4,m7,2025-09-25,31.7,0,Mobile
a791,v14,m2,2025-12-10,38.0,0,Mobile
a792,v42,m7,2025-05-27,95.2,1,TV
a793,v16,m7,2025-12-20,106.3,1,TV
a794,v139,m7,2025-01-17,59.5,0,Mobile
a795,v144,m1,2025-04-25,147.4,1,Web
a796,v74,m7,2025-12-21,93.1,1,Mobile
a797,v107,m4,2025-12-17,40.8,0,Web
a798,v4,m1,2025-05-09,61.4,0,Mobile
a799,v58,m7,2025-11-21,97.5,1,Web
a800,v140,m3,2025-11-05,41.6,0,Web
a801,v76,m2,2025-08-18,57.3,0,Web
a802,v132,m6,2025-03-03,46.1,0,Mobile
a803,v143,m3,2025-05-16,34.3,0,Web
a804,v66,m7,2025-01-03,56.4,0,Web
a805,v11,m2,2025-03-20,177.1,1,Web
a806,v78,m1,2025-09-09,155.0,1,Web
a807,v19,m3,2025-12-29,55.0,0,TV
a808,v130,m7,2025-03-23,65.8,0,Web
a809,v24,m4,2025-06-28,33.2,0,TV
a810,v85,m6,2025-06-19,44.8,0,TV
a811,v136,m7,2025-09-01,129.6,1,Web
a812,v30,m1,2025-12-09,84.2,0,TV
a813,v63,m6,2025-01-21,71.3,0,Mobile
a814,v99,m1,2025-05-12,115.2,1,Mobile
a815,v133,m1,2025-07-11,111.0,1,Web
a816,v125,m4,2025-01-23,39.5,0,Web
a817,v83,m2,2025-09-21,42.1,0,TV
a818,v138,m2,2025-10-01,30.2,0,TV
a819,v55,m2,2025-12-17,96.7,1,TV
a820,v112,m6,2025-11-28,82.4,0,TV
a821,v40,m6,2025-01-13,52.9,0,Mobile
a822,v23,m1,2025-02-07,37.7,0,Mobile
a823,v19,m5,2025-10-22,110.4,1,Mobile
a824,v100,m4,2025-08-19,67.0,0,Mobile
a825,v5,m3,2025-07-19,94.1,1,Web
a826,v150,m1,2025-01-24,140.8,1,TV
a827,v129,m3,2025-02-24,51.9,0,Web
a828,v23,m3,2025-05-25,104.2,1,Mobile
a829,v102,m4,2025-12-05,17.5,0,TV
a830,v57,m5,2025-03-11,102.1,1,Web
a831,v37,m3,2025-06-02,94.5,1,Web
a832,v142,m1,2025-10-12,51.5,0,TV
a833,v147,m1,2025-11-02,91.9,1,Web
a834,v79,m1,2025-04-18,148.4,1,Web
a835,v55,m3,2025-07-31,119.6,1,Web
a836,v42,m2,2025-04-05,64.2,0,Mobile
a837,v30,m2,2025-04-03,136.0,1,Web
a838,v119,m5,2025-11-27,80.5,0,Mobile
a839,v18,m6,2025-05-09,23.1,0,Web
a840,v125,m5,2025-06-19,59.3,0,Web
a841,v61,m6,2025-02-21,38.5,0,TV
a842,v82,m2,2025-09-06,100.9,1,Web
a843,v79,m6,2025-12-22,63.2,0,Web
a844,v44,m4,2025-01-03,40.8,0,TV
a845,v112,m6,2025-05-22,84.3,0,TV
a846,v85,m6,2025-09-03,53.2,0,Mobile
a847,v79,m7,2025-09-07,80.7,0,TV
a848,v21,m6,2025-05-24,85.8,1,TV
a849,v51,m5,2025-05-15,100.7,1,Web
a850,v130,m1,2025-11-20,34.0,0,Web
a851,v104,m5,2025-10-30,43.4,0,TV
a852,v67,m5,2025-10-06,118.3,1,Web
a853,v39,m4,2025-07-07,47.4,0,Web
a854,v75,m6,2025-03-10,53.3,0,Web
a855,v102,m1,2025-07-06,109.1,1,Web
a856,v43,m5,2025-09-21,35.4,0,TV
a857,v145,m2,2025-10-17,134.2,1,TV
a858,v124,m6,2025-07-03,18.3,0,Mobile
a859,v17,m2,2025-05-16,87.9,1,TV
a860,v53,m6,2025-09-23,89.9,1,Mobile
a861,v121,m4,2025-08-21,87.7,1,TV
a862,v134,m6,2025-11-21,83.4,0,Web
a863,v149,m3,2025-10-06,82.7,0,Mobile
a864,v97,m6,2025-07-07,63.5,0,TV
a865,v65,m5,2025-07-12,127.0,1,TV
a866,v104,m5,2025-06-30,109.9,1,Mobile
a867,v124,m4,2025-11-06,15.5,0,TV
a868,v72,m5,2025-04-19,36.5,0,TV
a869,v31,m3,2025-12-05,45.3,0,Mobile
a870,v30,m6,2025-09-04,70.7,0,Mobile
a871,v42,m2,2025-11-28,161.9,1,TV
a872,v12,m2,2025-03-07,120.5,1,TV
a873,v132,m2,2025-01-21,171.1,1,TV
a874,v133,m2,2025-07-27,124.6,1,Web
a875,v5,m6,2025-12-05,82.8,0,TV
a876,v115,m2,2025-11-07,187.3,1,Mobile
a877,v57,m2,2025-07-30,124.8,1,Web
a878,v47,m7,2025-11-16,92.6,1,Mobile
a879,v88,m2,2025-08-21,124.1,1,TV
a880,v5,m1,2025-04-14,112.4,1,Web
a881,v108,m6,2025-03-18,65.0,0,TV
a882,v10,m4,2025-09-30,56.5,0,TV
a883,v124,m1,2025-12-04,49.8,0,Web
a884,v1,m5,2025-12-14,91.4,1,Web
a885,v95,m4,2025-01-23,72.6,0,Mobile
a886,v98,m7,2025-06-29,84.8,0,Web
a887,v148,m7,2025-02-20,66.8,0,Mobile
a888,v60,m4,2025-02-12,38.4,0,Web
a889,v66,m4,2025-04-07,15.5,0,Web
a890,v2,m7,2025-10-23,77.5,0,Web
a891,v97,m1,2025-12-02,61.8,0,Mobile
a892,v150,m4,2025-05-10,36.6,0,Web
a893,v145,m4,2025-07-07,65.5,0,Web
a894,v53,m4,2025-07-31,60.5,0,Web
a895,v46,m4,2025-07-09,61.1,0,Mobile
a896,v79,m3,2025-10-23,57.9,0,Web
a897,v36,m4,2025-12-04,24.8,0,TV
a898,v26,m2,2025-04-20,110.1,1,Mobile
a899,v141,m7,2025-11-11,96.7,1,Web
a900,v42,m1,2025-07-19,182.8,1,TV
a901,v24,m7,2025-03-16,71.9,0,Web
a902,v23,m4,2025-02-02,36.7,0,Mobile
a903,v10,m1,2025-07-16,177.4,1,Mobile
a904,v15,m6,2025-03-31,67.8,0,Mobile
a905,v52,m1,2025-12-03,177.5,1,Web
a906,v50,m3,2025-01-18,106.2,1,Web
a907,v60,m5,2025-11-11,38.6,0,TV
a908,v62,m3,2025-12-02,20.0,0,TV
a909,v71,m1,2025-07-24,85.3,1,Mobile
a910,v18,m1,2025-02-16,116.7,1,Web
a911,v144,m7,2025-10-26,58.3,0,Mobile
a912,v50,m2,2025-08-21,177.3,1,Web
a913,v67,m1,2025-03-31,93.9,1,TV
a914,v19,m5,2025-09-15,52.4,0,TV
a915,v132,m7,2025-05-12,116.4,1,Web
a916,v145,m4,2025-09-05,78.5,0,Mobile
a917,v118,m7,2025-12-15,70.7,0,Web
a918,v8,m7,2025-09-04,32.8,0,TV
a919,v57,m4,2025-12-13,72.8,0,Mobile
a920,v91,m4,2025-09-22,59.2,0,Web
a921,v68,m7,2025-05-08,51.6,0,Mobile
a922,v142,m1,2025-04-02,105.0,1,Mobile
a923,v147,m2,2025-05-18,58.2,0,Web
a924,v49,m6,2025-09-13,75.8,0,TV
a925,v62,m6,2025-05-16,32.1,0,TV
a926,v64,m7,2025-11-13,59.2,0,TV
a927,v21,m1,2025-12-13,181.4,1,Mobile
a928,v11,m5,2025-09-04,60.8,0,Mobile
a929,v148,m4,2025-05-21,55.5,0,Web
a930,v102,m3,2025-04-24,102.5,1,TV
a931,v135,m1,2025-08-05,105.3,1,Web
a932,v129,m1,2025-06-27,91.8,1,Web
a933,v45,m7,2025-08-23,127.4,1,Web
a934,v4,m1,2025-12-12,62.6,0,Web
a935,v84,m1,2025-07-05,126.7,1,Mobile
a936,v141,m2,2025-05-15,66.8,0,Mobile
a937,v88,m5,2025-07-07,40.2,0,Mobile
a938,v108,m2,2025-12-25,149.0,1,Mobile
a939,v103,m7,2025-05-24,69.6,0,Web
a940,v26,m2,2025-05-19,157.3,1,Web
a941,v98,m4,2025-04-11,27.0,0,Web
a942,v122,m2,2025-01-05,57.2,0,Mobile
a943,v133,m2,2025-10-01,143.9,1,Mobile
a944,v65,m3,2025-10-15,114.4,1,TV
a945,v26,m4,2025-12-20,28.5,0,TV
a946,v25,m6,2025-08-19,76.4,0,Mobile
a947,v93,m3,2025-10-14,81.3,0,Mobile
a948,v6,m3,2025-07-30,33.3,0,Web
a949,v51,m5,2025-10-23,83.3,0,Web
a950,v45,m5,2025-05-26,59.1,0,Web
a951,v125,m5,2025-08-17,117.9,1,Mobile
a952,v43,m2,2025-11-24,157.8,1,Mobile
a953,v147,m4,2025-07-27,85.0,0,TV
a954,v42,m1,2025-06-25,65.4,0,Mobile
a955,v75,m6,2025-12-30,37.1,0,Web
a956,v70,m4,2025-08-16,79.4,0,Mobile
a957,v134,m6,2025-08-19,49.2,0,TV
a958,v65,m2,2025-12-25,148.6,1,TV
a959,v102,m2,2025-02-22,44.2,0,Mobile
a960,v14,m5,2025-01-14,104.8,1,Web
a961,v22,m7,2025-02-23,48.9,0,TV
a962,v100,m1,2025-06-08,65.6,0,Web
a963,v114,m3,2025-11-17,33.9,0,Web
a964,v92,m6,2025-06-16,86.3,1,Mobile
a965,v139,m7,2025-05-20,80.3,0,TV
a966,v139,m6,2025-04-01,63.7,0,Mobile
a967,v145,m6,2025-08-11,58.2,0,Web
a968,v80,m5,2025-06-27,73.0,0,TV
a969,v23,m7,2025-08-15,53.9,0,Mobile
a970,v134,m1,2025-03-11,83.8,0,Mobile
a971,v3,m5,2025-12-19,121.4,1,Mobile
a972,v3,m3,2025-08-09,107.8,1,Web
a973,v2,m2,2025-10-08,88.6,1,Mobile
a974,v112,m5,2025-07-22,47.5,0,Web
a975,v100,m6,2025-07-13,33.2,0,TV
a976,v70,m7,2025-05-26,91.3,1,Web
a977,v69,m7,2025-07-31,40.7,0,TV
a978,v35,m2,2025-05-29,46.6,0,Mobile
a979,v116,m5,2025-05-20,97.1,1,Mobile
a980,v83,m2,2025-01-10,53.3,0,Web
a981,v48,m1,2025-02-22,74.0,0,TV
a982,v24,m2,2025-03-19,31.3,0,TV
a983,v108,m3,2025-06-09,106.4,1,Mobile
a984,v119,m3,2025-12-23,107.1,1,Mobile
a985,v38,m1,2025-01-29,71.5,0,Mobile
a986,v140,m1,2025-08-29,58.0,0,Mobile
a987,v98,m7,2025-01-07,33.4,0,Web
a988,v64,m4,2025-01-18,31.4,0,Web
a989,v25,m7,2025-09-24,93.3,1,TV
a990,v100,m4,2025-12-15,94.3,1,Mobile
a991,v11,m2,2025-10-09,112.1,1,Mobile
a992,v77,m4,2025-04-12,44.7,0,TV
a993,v56,m7,2025-02-27,46.0,0,Mobile
a994,v150,m3,2025-03-03,63.5,0,TV
a995,v11,m1,2025-10-25,154.0,1,Mobile
a996,v40,m6,2025-07-10,78.6,0,TV
a997,v128,m2,2025-02-16,138.4,1,Mobile
a998,v16,m7,2025-01-31,59.1,0,TV
a999,v138,m6,2025-02-24,25.4,0,TV
a1000,v89,m6,2025-08-13,75.5,0,TV
a1001,v97,m6,2025-07-03,74.8,0,Mobile
a1002,v125,m1,2025-12-28,98.8,1,Mobile
a1003,v126,m5,2025-04-08,82.3,0,Web
a1004,v83,m3,2025-08-28,50.3,0,Web
a1005,v142,m7,2025-03-24,27.6,0,TV
a1006,v94,m5,2025-08-21,20.1,0,Web
a1007,v98,m5,2025-04-05,117.1,1,Web
a1008,v94,m7,2025-11-14,46.3,0,Web
a1009,v138,m1,2025-07-18,59.3,0,Web
a1010,v142,m4,2025-03-20,65.6,0,Mobile
a1011,v83,m4,2025-02-26,22.9,0,Web
a1012,v46,m2,2025-01-17,61.2,0,Mobile
a1013,v26,m2,2025-01-17,120.1,1,Mobile
a1014,v126,m6,2025-09-27,66.5,0,Web
a1015,v13,m3,2025-07-07,44.3,0,Web
a1016,v4,m1,2025-04-17,133.6,1,TV
a1017,v16,m4,2025-07-04,61.0,0,Mobile
a1018,v69,m1,2025-09-28,35.5,0,TV
a1019,v78,m7,2025-02-09,123.9,1,Web
a1020,v26,m1,2025-04-29,113.8,1,TV
a1021,v135,m2,2025-12-03,68.7,0,Web
a1022,v143,m2,2025-10-13,95.2,1,TV
a1023,v148,m7,2025-07-03,94.2,1,Web
a1024,v47,m2,2025-10-09,93.0,1,Mobile
a1025,v41,m6,2025-10-01,97.4,1,Mobile
a1026,v81,m3,2025-10-09,129.1,1,Mobile
a1027,v96,m7,2025-07-31,104.1,1,Mobile
a1028,v83,m7,2025-11-08,46.5,0,Web
a1029,v97,m2,2025-10-09,176.7,1,Mobile
a1030,v1,m4,2025-01-18,96.1,1,Web
a1031,v133,m1,2025-03-11,187.4,1,Mobile
a1032,v77,m1,2025-04-24,63.3,0,Mobile
a1033,v71,m1,2025-10-11,110.5,1,Web
a1034,v40,m5,2025-02-18,24.2,0,Mobile
a1035,v36,m2,2025-05-16,87.5,1,Web
a1036,v24,m3,2025-10-20,64.0,0,TV
a1037,v20,m6,2025-06-16,80.4,0,TV
a1038,v148,m4,2025-02-18,64.1,0,Mobile
a1039,v148,m1,2025-07-15,41.5,0,TV
a1040,v86,m7,2025-06-28,116.8,1,Mobile
a1041,v31,m4,2025-04-27,76.7,0,Web
a1042,v98,m6,2025-01-28,40.1,0,TV
a1043,v139,m3,2025-10-17,36.5,0,Web
a1044,v57,m6,2025-03-20,19.2,0,Web
a1045,v115,m4,2025-11-01,62.5,0,TV
a1046,v111,m2,2025-05-29,154.4,1,TV
a1047,v87,m2,2025-02-12,104.9,1,Web
a1048,v103,m1,2025-09-14,98.3,1,Web
a1049,v35,m2,2025-09-04,118.2,1,Mobile
a1050,v147,m4,2025-04-11,61.3,0,Web
a1051,v64,m5,2025-05-05,27.9,0,Mobile
a1052,v148,m3,2025-02-15,32.4,0,Mobile
a1053,v94,m4,2025-06-28,30.7,0,Mobile
a1054,v44,m3,2025-06-29,87.8,1,Mobile
a1055,v38,m5,2025-08-14,24.9,0,TV
a1056,v96,m2,2025-03-21,149.9,1,TV
a1057,v14,m1,2025-05-05,180.4,1,TV
a1058,v74,m7,2025-01-08,57.8,0,TV
a1059,v116,m3,2025-08-30,22.5,0,TV
a1060,v134,m5,2025-05-13,80.4,0,Web
a1061,v37,m6,2025-12-22,72.6,0,TV
a1062,v150,m4,2025-12-06,58.5,0,Mobile
a1063,v16,m2,2025-05-26,61.0,0,Web
a1064,v70,m5,2025-01-28,71.1,0,TV
a1065,v100,m1,2025-12-05,72.3,0,Web
a1066,v99,m3,2025-04-29,127.8,1,Web
a1067,v26,m6,2025-06-11,55.0,0,Web
a1068,v23,m5,2025-04-06,41.9,0,Mobile
a1069,v6,m5,2025-01-21,47.2,0,Web
a1070,v86,m3,2025-09-08,63.3,0,TV
a1071,v89,m1,2025-12-17,85.1,1,Web
a1072,v71,m5,2025-02-01,88.8,1,Mobile
a1073,v8,m7,2025-10-12,124.4,1,TV
a1074,v88,m2,2025-07-21,133.8,1,TV
a1075,v98,m6,2025-09-24,94.2,1,Web
a1076,v59,m7,2025-08-02,46.4,0,TV
a1077,v80,m4,2025-11-06,42.2,0,Web
a1078,v139,m5,2025-12-17,108.0,1,TV
a1079,v135,m3,2025-03-11,67.3,0,TV
a1080,v145,m6,2025-03-22,41.2,0,Web
a1081,v31,m5,2025-04-05,54.9,0,TV
a1082,v8,m6,2025-06-13,87.6,1,Mobile
a1083,v78,m4,2025-08-15,76.5,0,Web
